,tweet_id,timestamp,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp,name,retweet_count,favorite_count,dog_stage,rating
371,828408677031882754,2017-02-06 01:03:14+00:00,nan,nan,,Bear,1477,8398,,1.2
372,828381636999917570,2017-02-05 23:15:47+00:00,nan,nan,,Doobert,2554,13864,doggo,1.4
373,828376505180889089,2017-02-05 22:55:23+00:00,nan,nan,,Beebop,1216,8112,,1.3
374,828372645993398273,2017-02-05 22:40:03+00:00,nan,nan,,Alexander,3344,13756,,1.2
376,828046555563323392,2017-02-05 01:04:17+00:00,nan,nan,,Sailer,3260,12923,,1.3
377,828011680017821696,2017-02-04 22:45:42+00:00,nan,nan,,Brutus,2451,11411,,1.1
378,827933404142436356,2017-02-04 17:34:40+00:00,nan,nan,,Kona,5987,22180,pupper,1.2
379,827653905312006145,2017-02-03 23:04:02+00:00,nan,nan,,Boots,3433,16983,,1.2
380,827600520311402496,2017-02-03 19:31:54+00:00,nan,nan,,Tucker,1082,8143,,1.3
381,827324948884643840,2017-02-03 01:16:53+00:00,nan,nan,,Ralphie,3510,17523,,1.2
382,827228250799742977,2017-02-02 18:52:38+00:00,6.946697223784858e+17,4196983835.0,2016-02-02 23:52:22+00:00,Phil,13517,0,,1.2
383,827199976799354881,2017-02-02 17:00:17+00:00,nan,nan,,Charlie,2579,11659,,1.3
384,826958653328592898,2017-02-02 01:01:21+00:00,nan,nan,,Loki,5757,23767,doggo,1.2
385,826848821049180160,2017-02-01 17:44:55+00:00,nan,nan,,Cupid,11878,40325,doggo,1.3
388,826598365270007810,2017-02-01 01:09:42+00:00,nan,nan,,Pawnd,2709,11117,,1.3
389,826476773533745153,2017-01-31 17:06:32+00:00,nan,nan,,Pilot,4821,20275,doggo,1.2
392,826115272272650244,2017-01-30 17:10:04+00:00,nan,nan,,Ike,3599,17299,,1.3
393,825876512159186944,2017-01-30 01:21:19+00:00,nan,nan,,Mo,2146,11525,,1.1
394,825829644528148480,2017-01-29 22:15:05+00:00,nan,nan,,Toby,2848,14025,,1.2
396,825147591692263424,2017-01-28 01:04:51+00:00,nan,nan,,Sweet,5244,20181,,1.3
397,825120256414846976,2017-01-27 23:16:13+00:00,8.250265907194839e+17,4196983835.0,2017-01-27 17:04:02+00:00,Pablo,1483,0,puppo,1.2
398,825026590719483904,2017-01-27 17:04:02+00:00,nan,nan,,Pablo,1483,7020,puppo,1.2
399,824796380199809024,2017-01-27 01:49:15+00:00,7.950767302853919e+17,4196983835.0,2016-11-06 01:33:58+00:00,Bailey,6288,0,,1.1
400,824775126675836928,2017-01-27 00:24:48+00:00,nan,nan,,Scooter,4069,16508,,1.2
401,824663926340194305,2017-01-26 17:02:56+00:00,nan,nan,,Wilson,1993,11113,,1.3
403,824297048279236611,2017-01-25 16:45:05+00:00,nan,nan,,Nala,4463,16625,,1.1
405,823939628516474880,2017-01-24 17:04:50+00:00,nan,nan,,Cash,3123,11755,,1.2
406,823719002937630720,2017-01-24 02:28:08+00:00,7.840579396403528e+17,4196983835.0,2016-10-06 15:49:14+00:00,Balto,12953,0,,1.2
407,823699002998870016,2017-01-24 01:08:40+00:00,nan,nan,,Winston,2772,13826,,1.2
408,823581115634085888,2017-01-23 17:20:14+00:00,nan,nan,,Crawford,3031,14376,,1.1
410,823322678127919110,2017-01-23 00:13:17+00:00,nan,nan,,Wyatt,4637,17437,,1.1
412,822975315408461824,2017-01-22 01:12:59+00:00,nan,nan,,Albus,3958,19139,,1.2
414,822859134160621569,2017-01-21 17:31:20+00:00,nan,nan,,Hobbes,2622,14576,,1.2
415,822647212903690241,2017-01-21 03:29:14+00:00,8.224890570873897e+17,4196983835.0,2017-01-20 17:00:46+00:00,Paisley,7390,0,,1.3
417,822489057087389700,2017-01-20 17:00:46+00:00,nan,nan,,Paisley,7390,20083,,1.3
418,822462944365645825,2017-01-20 15:17:01+00:00,nan,nan,,Gabe,17209,31800,pupper,1.4
420,822163064745328640,2017-01-19 19:25:24+00:00,7.862339652418273e+17,4196983835.0,2016-10-12 15:55:59+00:00,Mattie,5571,0,,1.1
421,821886076407029760,2017-01-19 01:04:45+00:00,nan,nan,,Jimison,2692,12582,,1.3
422,821813639212650496,2017-01-18 20:16:54+00:00,7.806013036177326e+17,4196983835.0,2016-09-27 02:53:48+00:00,Hercules,3839,0,,1.2
423,821765923262631936,2017-01-18 17:07:18+00:00,nan,nan,,Duchess,1899,9317,doggo,1.3
424,821522889702862852,2017-01-18 01:01:34+00:00,nan,nan,,Harlso,2030,8871,,1.3
425,821421320206483457,2017-01-17 18:17:58+00:00,7.82305867769217e+17,4196983835.0,2016-10-01 19:47:08+00:00,Sampson,6470,0,doggo,1.2
426,821407182352777218,2017-01-17 17:21:47+00:00,nan,nan,,Sundance,5053,13075,doggo,1.4
428,821149554670182400,2017-01-17 00:18:04+00:00,nan,nan,,Luca,2320,9718,,1.2
430,821044531881721856,2017-01-16 17:20:45+00:00,nan,nan,,Flash,2636,14021,,1.2
431,820837357901512704,2017-01-16 03:37:31+00:00,8.192276884602388e+17,4196983835.0,2017-01-11 17:01:16+00:00,Finn,7733,0,,1.2
432,820749716845686786,2017-01-15 21:49:15+00:00,nan,nan,,Sunny,11525,34984,,1.3
435,820446719150292993,2017-01-15 01:45:15+00:00,8.001414224018309e+17,4196983835.0,2016-11-20 00:59:15+00:00,Peaches,2980,0,,1.3
438,820013781606658049,2017-01-13 21:04:55+00:00,8.199522364533637e+17,4196983835.0,2017-01-13 17:00:21+00:00,Oliver,1369,0,puppo,1.3
439,819952236453363712,2017-01-13 17:00:21+00:00,nan,nan,,Oliver,1369,5927,puppo,1.3
441,819711362133872643,2017-01-13 01:03:12+00:00,nan,nan,,Howie,3604,14916,,1.1
442,819588359383371776,2017-01-12 16:54:26+00:00,nan,nan,,Jazzy,2271,10606,,1.3
443,819347104292290561,2017-01-12 00:55:47+00:00,nan,nan,,Anna,1383,8008,,1.2
445,819227688460238848,2017-01-11 17:01:16+00:00,nan,nan,,Finn,7733,25652,,1.2
446,819015337530290176,2017-01-11 02:57:27+00:00,8.190048031079834e+17,4196983835.0,2017-01-11 02:15:36+00:00,Bo,42228,0,doggo,1.4
447,819015331746349057,2017-01-11 02:57:26+00:00,8.19006400881918e+17,4196983835.0,2017-01-11 02:21:57+00:00,Sunny,21794,0,doggo,1.4
448,819006400881917954,2017-01-11 02:21:57+00:00,nan,nan,,Sunny,21794,49960,doggo,1.4
449,819004803107983360,2017-01-11 02:15:36+00:00,nan,nan,,Bo,42228,95450,doggo,1.4
450,818646164899774465,2017-01-10 02:30:30+00:00,8.083448658682839e+17,4196983835.0,2016-12-12 16:16:49+00:00,Seamus,24069,0,,1.1
451,818627210458333184,2017-01-10 01:15:10+00:00,nan,nan,,Wafer,8564,24597,,1.3
452,818614493328580609,2017-01-10 00:24:38+00:00,nan,nan,,Bear,2982,10971,,1.2
453,818588835076603904,2017-01-09 22:42:41+00:00,7.735475969965711e+17,4196983835.0,2016-09-07 15:44:53+00:00,Chelsea,7126,0,pupper,1.1
454,818536468981415936,2017-01-09 19:14:36+00:00,nan,nan,,Tom,2873,12127,,1.1
455,818307523543449600,2017-01-09 04:04:51+00:00,8.164505708148982e+17,4196983835.0,2017-01-04 01:05:59+00:00,Moose,9366,0,,1.3
456,818259473185828864,2017-01-09 00:53:55+00:00,nan,nan,,Florence,2621,12197,,1.2
457,818145370475810820,2017-01-08 17:20:31+00:00,nan,nan,,Autumn,3014,13671,,1.1
459,817827839487737858,2017-01-07 20:18:46+00:00,nan,nan,,Buddy,31314,57622,,1.3
460,817777686764523521,2017-01-07 16:59:28+00:00,nan,nan,,Dido,3084,11901,doggopupper,1.3
461,817536400337801217,2017-01-07 01:00:41+00:00,nan,nan,,Eugene,3505,13105,,1.2
462,817502432452313088,2017-01-06 22:45:43+00:00,6.924173130233324e+17,4196983835.0,2016-01-27 18:42:06+00:00,Herschel,3917,0,pupper,0.7
463,817423860136083457,2017-01-06 17:33:29+00:00,nan,nan,,Ken,17504,38260,,1.3
464,817415592588222464,2017-01-06 17:00:38+00:00,nan,nan,,Strudel,1131,6267,,1.1
466,817171292965273600,2017-01-06 00:49:53+00:00,nan,nan,,Tebow,2326,9690,,1.3
468,817056546584727552,2017-01-05 17:13:55+00:00,nan,nan,,Chloe,1927,9517,,1.1
469,816829038950027264,2017-01-05 02:09:53+00:00,7.90946055508652e+17,4196983835.0,2016-10-25 16:00:09+00:00,Betty,5496,0,puppo,1.2
470,816816676327063552,2017-01-05 01:20:46+00:00,nan,nan,,Timber,2361,11071,,1.2
471,816697700272001025,2017-01-04 17:27:59+00:00,nan,nan,,Binky,2545,10905,,1.2
472,816450570814898180,2017-01-04 01:05:59+00:00,nan,nan,,Moose,9366,33961,,1.3
473,816336735214911488,2017-01-03 17:33:39+00:00,nan,nan,,Dudley,2269,9564,,1.1
474,816091915477250048,2017-01-03 01:20:49+00:00,nan,nan,,Comet,2500,9927,,1.2
475,816062466425819140,2017-01-02 23:23:48+00:00,8.159907208174019e+17,4196983835.0,2017-01-02 18:38:42+00:00,Jack,1207,0,,1.1
476,816014286006976512,2017-01-02 20:12:21+00:00,7.320056171713372e+17,4196983835.0,2016-05-16 00:31:53+00:00,Larry,6154,0,,1.1
477,815990720817401858,2017-01-02 18:38:42+00:00,nan,nan,,Jack,1207,5545,,1.1
479,815745968457060357,2017-01-02 02:26:09+00:00,7.914069556843684e+17,4196983835.0,2016-10-26 22:31:36+00:00,Levi,4797,0,,1.2
480,815736392542261248,2017-01-02 01:48:06+00:00,nan,nan,,Akumi,2625,10937,,1.1
481,815639385530101762,2017-01-01 19:22:38+00:00,nan,nan,,Titan,1918,9161,,1.2
483,814986499976527872,2016-12-31 00:08:17+00:00,nan,nan,,Cooper,1505,8485,pupper,1.1
484,814638523311648768,2016-12-30 01:05:33+00:00,nan,nan,,Olivia,3130,12511,,1.2
485,814578408554463233,2016-12-29 21:06:41+00:00,6.981954092195594e+17,4196983835.0,2016-02-12 17:22:12+00:00,Beau,6750,0,,0.9
486,814530161257443328,2016-12-29 17:54:58+00:00,nan,nan,,Alf,2156,9629,,1.2
487,814153002265309185,2016-12-28 16:56:16+00:00,nan,nan,,Oshie,10080,32000,,1.2
488,813944609378369540,2016-12-28 03:08:11+00:00,7.902771173469757e+17,4196983835.0,2016-10-23 19:42:02+00:00,Bruce,3732,0,,1.1
489,813910438903693312,2016-12-28 00:52:25+00:00,nan,nan,,Chubbs,2194,10342,doggo,1.1
490,813812741911748608,2016-12-27 18:24:12+00:00,nan,nan,,Gary,16267,40402,,1.4
491,813800681631023104,2016-12-27 17:36:16+00:00,nan,nan,,Sky,2060,9300,,1.2
492,813217897535406080,2016-12-26 03:00:30+00:00,nan,nan,,Atlas,8476,20783,,1.3
495,813172488309972993,2016-12-26 00:00:03+00:00,nan,nan,,Eleanor,2236,10384,,1.2
496,813157409116065792,2016-12-25 23:00:08+00:00,nan,nan,,Layla,2557,8588,,1.2
500,813112105746448384,2016-12-25 20:00:07+00:00,nan,nan,,Toby,3225,11515,,1.2
501,813096984823349248,2016-12-25 19:00:02+00:00,nan,nan,,Rocky,4207,11694,doggo,1.1
502,813081950185472002,2016-12-25 18:00:17+00:00,nan,nan,,Baron,3220,10989,,1.1
503,813066809284972545,2016-12-25 17:00:08+00:00,nan,nan,,Tyr,2276,8865,,1.2
504,813051746834595840,2016-12-25 16:00:16+00:00,nan,nan,,Bauer,8503,23337,,1.3
505,812781120811126785,2016-12-24 22:04:54+00:00,nan,nan,,Swagger,2191,8380,,1.0
506,812747805718642688,2016-12-24 19:52:31+00:00,6.800554559518843e+17,4196983835.0,2015-12-24 16:00:30+00:00,Sammy,8067,0,,1.0
507,812709060537683968,2016-12-24 17:18:34+00:00,nan,nan,,Brandi,1665,7373,,1.2
509,812466873996607488,2016-12-24 01:16:12+00:00,nan,nan,,Mary,2231,8900,,1.2
510,812372279581671427,2016-12-23 19:00:19+00:00,nan,nan,,Moe,4252,15224,,1.3
511,811985624773361665,2016-12-22 17:23:53+00:00,nan,nan,,Ted,1647,8102,,1.1
512,811744202451197953,2016-12-22 01:24:33+00:00,nan,nan,,Halo,1884,8429,,1.3
514,811627233043480576,2016-12-21 17:39:46+00:00,nan,nan,,Augie,3650,14265,,1.0
515,811386762094317568,2016-12-21 01:44:13+00:00,nan,nan,,Craig,7444,23302,pupper,1.1
517,810896069567610880,2016-12-19 17:14:23+00:00,nan,nan,,Hunter,2090,10093,,1.1
518,810657578271330305,2016-12-19 01:26:42+00:00,nan,nan,,Pavlov,3057,12192,,1.1
519,810284430598270976,2016-12-18 00:43:57+00:00,nan,nan,,Phil,13369,39640,,1.3
520,810254108431155201,2016-12-17 22:43:27+00:00,nan,nan,,Gus,3901,16380,,1.2
522,809808892968534016,2016-12-16 17:14:20+00:00,7.93962221541933e+17,4196983835.0,2016-11-02 23:45:19+00:00,Maximus,5711,0,,1.2
524,809220051211603969,2016-12-15 02:14:29+00:00,nan,nan,,Kyro,6554,22246,,1.2
525,809084759137812480,2016-12-14 17:16:53+00:00,nan,nan,,Wallace,4046,14685,,1.1
526,808838249661788160,2016-12-14 00:57:20+00:00,nan,nan,,Ito,3536,11271,,1.3
528,808501579447930884,2016-12-13 02:39:32+00:00,nan,nan,,Koda,3007,12595,,1.2
529,808344865868283904,2016-12-12 16:16:49+00:00,nan,nan,,Seamus,24069,47281,,1.1
530,808134635716833280,2016-12-12 02:21:26+00:00,8.01167903437357e+17,4196983835.0,2016-11-22 20:58:07+00:00,Milo,6961,0,,1.3
532,808001312164028416,2016-12-11 17:31:39+00:00,nan,nan,,Cooper,4098,14015,,1.2
533,807621403335917568,2016-12-10 16:22:02+00:00,nan,nan,,Ollie,4288,16236,pupper,1.4
534,807106840509214720,2016-12-09 06:17:20+00:00,nan,nan,,Stephan,56625,107015,,1.3
535,807059379405148160,2016-12-09 03:08:45+00:00,7.829691400091075e+17,4196983835.0,2016-10-03 15:42:44+00:00,Cali,8521,0,,1.2
536,807010152071229440,2016-12-08 23:53:08+00:00,nan,nan,,Lennon,4418,14514,,1.2
540,806542213899489280,2016-12-07 16:53:43+00:00,nan,nan,,Waffles,2752,11363,,1.1
541,806242860592926720,2016-12-06 21:04:11+00:00,7.833346399853896e+17,4196983835.0,2016-10-04 15:55:06+00:00,Dave,13616,0,,1.2
542,806219024703037440,2016-12-06 19:29:28+00:00,nan,nan,,incredibly,1388,7145,,1.1
543,805958939288408065,2016-12-06 02:15:59+00:00,7.827225987907256e+17,4196983835.0,2016-10-02 23:23:04+00:00,Penny,6238,0,,1.0
544,805932879469572096,2016-12-06 00:32:26+00:00,nan,nan,,Major,2209,9178,,1.2
545,805826884734976000,2016-12-05 17:31:15+00:00,nan,nan,,Duke,2132,7335,,1.2
546,805823200554876929,2016-12-05 17:16:37+00:00,7.841831657956557e+17,4196983835.0,2016-10-07 00:06:50+00:00,Reginald,9374,0,puppo,1.2
547,805520635690676224,2016-12-04 21:14:20+00:00,nan,nan,,Zeke,1905,6368,,1.3
548,805487436403003392,2016-12-04 19:02:24+00:00,nan,nan,,Sansa,2929,9773,,1.2
549,805207613751304193,2016-12-04 00:30:29+00:00,nan,nan,,Shooter,1972,8680,,1.2
550,804738756058218496,2016-12-02 17:27:25+00:00,nan,nan,,Django,4480,15326,,1.2
552,804413760345620481,2016-12-01 19:56:00+00:00,7.848260202937098e+17,4196983835.0,2016-10-08 18:41:19+00:00,Rusty,3712,0,,1.3
553,804026241225523202,2016-11-30 18:16:08+00:00,nan,nan,,Bo,18876,49774,,1.3
554,803773340896923648,2016-11-30 01:31:12+00:00,nan,nan,,Diogi,3220,11203,puppo,1.2
557,803380650405482500,2016-11-28 23:30:47+00:00,nan,nan,,Sonny,2169,8601,,1.2
558,803321560782307329,2016-11-28 19:35:59+00:00,7.677549302664643e+17,4196983835.0,2016-08-22 16:06:54+00:00,Philbert,6221,0,,1.1
559,803276597545603072,2016-11-28 16:37:19+00:00,nan,nan,,Winston,2887,11207,,1.1
560,802952499103731712,2016-11-27 19:09:28+00:00,nan,nan,,Marley,2336,10085,,1.2
562,802600418706604034,2016-11-26 19:50:26+00:00,nan,nan,,Bailey,1714,7938,,1.1
563,802572683846291456,2016-11-26 18:00:13+00:00,nan,nan,,Winnie,2926,9959,,1.2
564,802323869084381190,2016-11-26 01:31:31+00:00,nan,nan,,Severus,6808,18124,,1.3
567,802239329049477120,2016-11-25 19:55:35+00:00,nan,nan,,Loki,3040,10132,puppo,1.2
569,801958328846974976,2016-11-25 01:18:59+00:00,nan,nan,,Ronnie,1992,8608,,1.2
571,801538201127157760,2016-11-23 21:29:33+00:00,nan,nan,,Wallace,2391,9141,,1.2
573,801167903437357056,2016-11-22 20:58:07+00:00,nan,nan,,Milo,6961,27386,,1.3
574,801127390143516673,2016-11-22 18:17:08+00:00,7.75733305207554e+17,4196983835.0,2016-09-13 16:30:07+00:00,Anakin,4627,0,doggo,1.1
575,801115127852503040,2016-11-22 17:28:25+00:00,nan,nan,,Bones,2429,8992,doggopupper,1.2
578,800751577355128832,2016-11-21 17:23:47+00:00,nan,nan,,Mauve,3214,11701,,1.2
579,800513324630806528,2016-11-21 01:37:04+00:00,nan,nan,,Chef,3495,14685,,1.1
581,800443802682937345,2016-11-20 21:00:48+00:00,7.761133056561889e+17,4196983835.0,2016-09-14 17:40:06+00:00,Sampson,5068,0,pupper,1.1
582,800388270626521089,2016-11-20 17:20:08+00:00,nan,nan,,Doc,3265,12456,floofer,1.2
583,800188575492947969,2016-11-20 04:06:37+00:00,6.816940855398728e+17,4196983835.0,2015-12-29 04:31:49+00:00,Bo,4581,0,pupper,1.1
584,800141422401830912,2016-11-20 00:59:15+00:00,nan,nan,,Peaches,2980,17092,,1.3
586,799774291445383169,2016-11-19 00:40:24+00:00,7.750851326004429e+17,4196983835.0,2016-09-11 21:34:30+00:00,Tucker,5488,0,,1.3
587,799757965289017345,2016-11-18 23:35:32+00:00,nan,nan,,Sobe,2506,9390,doggo,1.3
588,799422933579902976,2016-11-18 01:24:14+00:00,nan,nan,,Longfellow,2213,8965,,1.2
590,799297110730567681,2016-11-17 17:04:16+00:00,nan,nan,,Jeffrey,3227,11065,,1.1
591,799063482566066176,2016-11-17 01:35:54+00:00,nan,nan,,Mister,2863,9058,,1.1
592,798933969379225600,2016-11-16 17:01:16+00:00,nan,nan,,Iroh,5203,14712,,1.2
593,798925684722855936,2016-11-16 16:28:21+00:00,nan,nan,,Shadow,1663,8246,,1.1
594,798705661114773508,2016-11-16 01:54:03+00:00,7.406769760217989e+17,4196983835.0,2016-06-08 22:48:46+00:00,Baloo,7724,0,pupper,1.1
596,798697898615730177,2016-11-16 01:23:12+00:00,7.128090259859784e+17,4196983835.0,2016-03-24 01:11:29+00:00,Stubert,7602,0,,1.0
598,798686750113755136,2016-11-16 00:38:54+00:00,6.833918525575619e+17,4196983835.0,2016-01-02 20:58:09+00:00,Jack,2702,0,,1.1
601,798665375516884993,2016-11-15 23:13:58+00:00,6.718968093007094e+17,4196983835.0,2015-12-02 03:40:57+00:00,Lola,4519,0,,1.0
602,798644042770751489,2016-11-15 21:49:12+00:00,6.704449556561306e+17,4196983835.0,2015-11-28 03:31:48+00:00,Paull,2153,0,,1.0
604,798585098161549313,2016-11-15 17:54:59+00:00,6.671827920700621e+17,4196983835.0,2015-11-19 03:29:07+00:00,Timison,6618,0,,1.0
606,798340744599797760,2016-11-15 01:44:00+00:00,7.717704565170094e+17,4196983835.0,2016-09-02 18:03:10+00:00,Davey,3924,0,,1.1
607,798209839306514432,2016-11-14 17:03:50+00:00,nan,nan,,Cooper,2954,11548,,1.3
609,797545162159308800,2016-11-12 21:02:38+00:00,nan,nan,,Cassie,5656,16198,,1.2
610,797236660651966464,2016-11-12 00:36:46+00:00,nan,nan,,Pancake,7726,22328,,1.2
612,796904159865868288,2016-11-11 02:35:32+00:00,6.8731730631424e+17,4196983835.0,2016-01-13 16:56:30+00:00,Tyrone,10411,0,,1.1
613,796865951799083009,2016-11-11 00:03:42+00:00,nan,nan,,Tyr,2198,8564,,1.2
614,796759840936919040,2016-11-10 17:02:03+00:00,nan,nan,,Romeo,3562,13256,,1.1
617,796387464403357696,2016-11-09 16:22:22+00:00,nan,nan,,Snicku,4861,12334,,1.2
618,796177847564038144,2016-11-09 02:29:25+00:00,7.961497490868756e+17,4196983835.0,2016-11-09 00:37:46+00:00,Ruby,16628,0,,1.1
619,796149749086875649,2016-11-09 00:37:46+00:00,nan,nan,,Ruby,16628,36177,,1.1
622,796080075804475393,2016-11-08 20:00:55+00:00,nan,nan,,Yogi,2703,9469,,1.2
623,796031486298386433,2016-11-08 16:47:50+00:00,nan,nan,,Daisy,4284,12071,,1.3
625,795400264262053889,2016-11-06 22:59:35+00:00,nan,nan,,Brody,3323,11270,,1.2
626,795076730285391872,2016-11-06 01:33:58+00:00,nan,nan,,Bailey,6288,18139,,1.1
627,794983741416415232,2016-11-05 19:24:28+00:00,7.895308770133934e+17,4196983835.0,2016-10-21 18:16:44+00:00,Rizzy,3942,0,,1.2
628,794926597468000259,2016-11-05 15:37:24+00:00,nan,nan,,Mack,2697,11492,,1.2
629,794355576146903043,2016-11-04 01:48:22+00:00,7.887659149929021e+17,4196983835.0,2016-10-19 15:37:03+00:00,Butter,12014,0,,1.2
630,794332329137291264,2016-11-04 00:15:59+00:00,nan,nan,,Nimbus,3088,10686,,1.2
631,794205286408003585,2016-11-03 15:51:10+00:00,nan,nan,,Laika,3895,10314,pupper,1.4
632,793962221541933056,2016-11-02 23:45:19+00:00,nan,nan,,Maximus,5711,18910,,1.2
633,793845145112371200,2016-11-02 16:00:06+00:00,nan,nan,,Clark,2187,10295,,1.3
635,793601777308463104,2016-11-01 23:53:02+00:00,nan,nan,,Dobby,1908,8926,,1.2
636,793500921481273345,2016-11-01 17:12:16+00:00,nan,nan,,Fiona,2786,11953,,1.2
637,793286476301799424,2016-11-01 03:00:09+00:00,nan,nan,,Moreton,10723,27597,,1.3
638,793271401113350145,2016-11-01 02:00:14+00:00,nan,nan,,Dave,2763,9677,,1.2
640,793241302385262592,2016-11-01 00:00:38+00:00,nan,nan,,Tucker,3812,11780,,1.3
641,793226087023144960,2016-10-31 23:00:11+00:00,nan,nan,,Juno,3338,11001,,1.1
642,793210959003287553,2016-10-31 22:00:04+00:00,nan,nan,,Maude,3301,9997,,1.0
643,793195938047070209,2016-10-31 21:00:23+00:00,nan,nan,,Lily,6547,17063,puppo,1.2
644,793180763617361921,2016-10-31 20:00:05+00:00,nan,nan,,Newt,2310,7740,,1.1
645,793165685325201412,2016-10-31 19:00:10+00:00,nan,nan,,Benji,3238,10478,,1.2
646,793150605191548928,2016-10-31 18:00:14+00:00,nan,nan,,Nida,1984,6909,,1.1
648,793120401413079041,2016-10-31 16:00:13+00:00,nan,nan,,Robin,4551,14202,,1.1
649,792913359805018113,2016-10-31 02:17:31+00:00,nan,nan,,a,4715,16063,,1.3
650,792883833364439040,2016-10-31 00:20:11+00:00,nan,nan,,Bailey,4964,12666,,1.2
651,792773781206999040,2016-10-30 17:02:53+00:00,nan,nan,,Monster,1963,8209,,1.2
652,792394556390137856,2016-10-29 15:55:58+00:00,nan,nan,,BeBe,4998,15128,,1.2
653,792050063153438720,2016-10-28 17:07:05+00:00,nan,nan,,Remus,2088,8029,,1.1
656,791780927877898241,2016-10-27 23:17:38+00:00,7.467577061161124e+17,4196983835.0,2016-06-25 17:31:25+00:00,Maddie,4432,0,,1.1
659,791406955684368384,2016-10-26 22:31:36+00:00,nan,nan,,Levi,4797,14670,,1.2
660,791312159183634433,2016-10-26 16:14:55+00:00,nan,nan,,Mabel,2963,9841,,1.2
661,791026214425268224,2016-10-25 21:18:40+00:00,7.638375655647805e+17,4196983835.0,2016-08-11 20:40:41+00:00,Alfie,4858,0,,1.1
662,790987426131050500,2016-10-25 18:44:32+00:00,nan,nan,,Misty,2483,11089,,1.2
663,790946055508652032,2016-10-25 16:00:09+00:00,nan,nan,,Betty,5496,18601,puppo,1.2
664,790723298204217344,2016-10-25 01:14:59+00:00,7.899864660510884e+17,4196983835.0,2016-10-23 00:27:05+00:00,Happy,2704,0,,1.2
665,790698755171364864,2016-10-24 23:37:28+00:00,nan,nan,,Mosby,2203,9158,,1.2
666,790581949425475584,2016-10-24 15:53:19+00:00,nan,nan,,Duke,8183,22473,,1.1
667,790337589677002753,2016-10-23 23:42:19+00:00,nan,nan,,Maggie,2167,8740,,1.2
668,790277117346975746,2016-10-23 19:42:02+00:00,nan,nan,,Bruce,3732,14081,,1.1
669,790227638568808452,2016-10-23 16:25:25+00:00,7.626998581301166e+17,4196983835.0,2016-08-08 17:19:51+00:00,Leela,4190,0,,1.1
670,789986466051088384,2016-10-23 00:27:05+00:00,nan,nan,,Happy,2704,10369,,1.2
671,789960241177853952,2016-10-22 22:42:52+00:00,7.624645393884856e+17,4196983835.0,2016-08-08 01:44:46+00:00,Buddy,4839,0,,1.2
672,789903600034189313,2016-10-22 18:57:48+00:00,nan,nan,,Ralphy,4858,11673,pupper,1.3
673,789628658055020548,2016-10-22 00:45:17+00:00,nan,nan,,Eli,2080,8448,,1.3
674,789599242079838210,2016-10-21 22:48:24+00:00,nan,nan,,Brownie,2279,7620,,1.2
675,789530877013393408,2016-10-21 18:16:44+00:00,nan,nan,,Rizzy,3942,13188,,1.2
677,789280767834746880,2016-10-21 01:42:53+00:00,7.507196325631427e+17,4196983835.0,2016-07-06 15:54:42+00:00,Meyer,5747,0,,1.2
678,789268448748703744,2016-10-21 00:53:56+00:00,nan,nan,,Stella,3014,10196,,1.0
679,789137962068021249,2016-10-20 16:15:26+00:00,nan,nan,,Bo,3244,10875,,1.2
680,788908386943430656,2016-10-20 01:03:11+00:00,nan,nan,,Lucy,14409,30653,,1.1
681,788765914992902144,2016-10-19 15:37:03+00:00,nan,nan,,Butter,12014,30658,,1.2
682,788552643979468800,2016-10-19 01:29:35+00:00,7.36392552031658e+17,4196983835.0,2016-05-28 03:04:00+00:00,mad,8407,0,pupper,1.3
683,788412144018661376,2016-10-18 16:11:17+00:00,nan,nan,,Dexter,5990,16060,,1.1
685,788150585577050112,2016-10-17 22:51:57+00:00,nan,nan,,Leo,1510,6865,,1.3
686,788070120937619456,2016-10-17 17:32:13+00:00,7.610045478505308e+17,4196983835.0,2016-08-04 01:03:17+00:00,Bo,3952,0,,1.1
688,787810552592695296,2016-10-17 00:20:47+00:00,nan,nan,,Frank,3540,9717,,1.1
689,787717603741622272,2016-10-16 18:11:26+00:00,nan,nan,,Tonks,3240,11416,puppo,1.3
690,787397959788929025,2016-10-15 21:01:17+00:00,nan,nan,,Moose,3300,12120,,1.1
691,787322443945877504,2016-10-15 16:01:13+00:00,nan,nan,,Lincoln,2032,8726,,1.0
692,787111942498508800,2016-10-15 02:04:45+00:00,7.529324327441859e+17,4196983835.0,2016-07-12 18:27:35+00:00,Carl,7798,0,,1.2
693,786963064373534720,2016-10-14 16:13:10+00:00,nan,nan,,Rory,9327,29725,,1.2
694,786729988674449408,2016-10-14 00:47:00+00:00,7.594476815971082e+17,4196983835.0,2016-07-30 17:56:51+00:00,Oakley,2827,0,,1.1
697,786595970293370880,2016-10-13 15:54:28+00:00,nan,nan,,Dale,3601,10497,,1.1
698,786363235746385920,2016-10-13 00:29:39+00:00,nan,nan,,Rizzo,4072,12189,doggo,1.3
699,786286427768250368,2016-10-12 19:24:27+00:00,nan,nan,,Arnie,3352,8930,,1.2
700,786233965241827333,2016-10-12 15:55:59+00:00,nan,nan,,Mattie,5571,17178,,1.1
702,786036967502913536,2016-10-12 02:53:11+00:00,7.798343325968876e+17,4196983835.0,2016-09-25 00:06:08+00:00,Scout,8237,0,,1.1
